com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697649&tabIndex=3,12S,H,P,Q,502 QUEEN ANNES RD,GREENVILLE,NC,27858.00,"GREEN, WILLIAM MARKHAM",C00697649,2020.00,240455.00,11539.00,251994.00,,,16000.00,,,267994.00,,50000.00,,,,50000.00,,,,,,,317994.00,,204435.02,,,,,,,,,,,,,,,,,,,,,,,204435.02,267994.00,204435.02,,113558.98,50000.00,,43466.00,43565.00,,H0NC03172,,,,,,,,,,,,,,,,,,,,,
FRIENDS TO ELECT ROBERT EMMONS JR.,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697128&tabIndex=3,Q1,H,P,Q,7828 S BISHOP ST,CHICAGO,IL,60620.00,"PEREZ-GARCIA, ALEXANDRA VERONICA",C00697128,2020.00,1608.09,6048.72,7656.81,,,,,,7656.81,,,,,,,,,,,,,7656.81,,6533.28,,,,,,,,,,,,,,,,,,,,,,,6533.28,7656.81,6533.28,,1123.53,,,43411.00,43555.00,,H0IL01178,,,,,,,,,,,,,,,,,,,,,
FULLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00672568&tabIndex=3,Q1,H,P,Q,84 HWY 40,INGLIS,FL,344499615.00,MICHAEL GIBSON,C00672568,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.00,151.00,,,43496.00,43555.00,,H8FL05157,,,,,,,,,,,,,,,,,,,,,
FULLER FOR NORTH CAROLINA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00694729&tabIndex=3,Q1,S,P,Q,811 CENTRAL AVENUE SUITE 5,"CHARLOTTE, NC",NC,28204.00,"RICHARDSON, RONALD BLAINE",C00694729,2020.00,21650.00,2016.47,23666.47,,,,,,23666.47,,,,,,,,,,,,,23666.47,,4156.55,,,,,,,,,,,,,,,,,,,,,,,4156.55,23666.47,4156.55,,19509.92,,,43466.00,43555.00,,S0NC00285,,,,,,,,,,,,,,,,,,,,,
G RYAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00607846&tabIndex=3,Q1,H,P,Q,403 BLAIR AVE,SAINT PAUL,MN,55103.00,"HOLMGREN, PAUL",C00607846,2020.00,,,,,,,,,,,,,,,,,,,,,,,,375.71,,,,,,,,,,,,,,,,,,,,,,,375.71,,375.71,5706.07,5330.36,29140.32,,43466.00,43555.00,,H6MN04236,,,,,,,,,,,,,,,,,,,,,
GABRIEL GOMEZ FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00541540&tabIndex=3,Q1,S,P,Q,C/O RED CURVE SOLUTIONS 138 CONANT STREET 2ND FLOOR,BEVERLY ,MA,1915.00,BRADLEY T CRATE,C00541540,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11878.07,11878.07,,,43466.00,43555.00,,S4MA00184,,,,,,,,,,,,,,,,,,,,,
GALLEGLY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00194803&tabIndex=3,Q1,H,P,Q,P.O. BOX 940001,SIMI VALLEY,CA,930940001.00,"GALLEGLY, JANICE",C00194803,2020.00,,,,,,,,,,,,,,,,,,,,,372.92,372.92,,2356.57,,,,,,,,,,,,,,,,,,,,,2000.00,,4356.57,,2356.57,122269.26,118285.61,,,43466.00,43555.00,,H6CA21028,,,,,,,,,,,,,,,,,,,,,
GALLEGO FOR ARIZONA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00558627&tabIndex=3,Q1,H,P,Q,PO BOX 1710,PHOENIX,AZ,85001.00,"HERRERA, ROY",C00558627,2020.00,134792.70,22715.98,157508.68,5600.00,,240000.00,,,397508.68,5600.00,,,,,,,,,,,,399299.93,,231437.40,,,,1791.25,,,,,,,,,,,,,,,,,4000.00,,241037.40,391908.68,229646.15,459177.86,617440.39,,,43466.00,43555.00,,H4AZ07043,,,,,,,,,,,,,,,,,,,,,
GALLOWAY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00586628&tabIndex=3,Q1,H,P,Q,141 SAGE BRUSH TRAIL SUITE D,ORMOND BEACH,FL,32174.00,"OLIVARI, JOHN",C00586628,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801.61,4801.61,25922.46,,43466.00,43555.00,,H6FL06118,,,,,,,,,,,,,,,,,,,,,
GANDHI FOR TEXAS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00698134&tabIndex=3,Q1,H,P,Q,PO BOX 66818,AUSTIN,TX,78766.00,"GANDHI, RAGINI",C00698134,2020.00,144660.00,13649.67,158309.67,,,,,4046.44,162356.11,,,,,,,,,,,,24.15,162380.26,,5320.88,,,,,,,,,,,,,,,,,,,,,,,5320.88,162356.11,5320.88,,157059.38,,,43466.00,43555.00,,H0TX10216,,,,,,,,,,,,,,,,,,,,,
GARAMENDI FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00462697&tabIndex=3,Q1,H,P,Q,PO BOX 65322,WASHINGTON,DC,200355322.00,"KYRIACOPOULOS, JANICA",C00462697,2020.00,17820.00,7131.27,24951.27,,,63700.00,,,88651.27,,,,,,,,,,,,,121105.77,,70160.71,,,,32454.50,,,,,,,,,,,,,,,,,29166.67,,99327.38,88651.27,37706.21,724376.40,746154.79,,,43466.00,43555.00,,H0CA10149,,,,,,,,,,,,,,,,,,,,,
GARRET GRAVES FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00558486&tabIndex=3,Q1,H,P,Q,PO BOX 64845,BATON ROUGE,LA,70896.00,"SLAUGHTER, CHRISTEL",C00558486,2020.00,28443.00,,28443.00,2200.00,,90500.00,,19.55,118962.55,2200.00,,,,,,,,,,,2256.89,122377.88,,70251.60,,,,1158.44,,,,,,,,,,,,,,,,,1000.00,,73451.60,116762.55,69093.16,1484180.94,1533107.22,,,43466.00,43555.00,,H4LA06153,,,,,,,,,,,,,,,,,,,,,
GARY JOHNSON FOR US SENATE INC,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00685610&tabIndex=3,TER,S,P,T,400 GOLD AVENUE SW SUITE 1000,ALBUQUERQUE,NM,87102.00,"CORTEZ-LIRA, FERNANDO",C00685610,2020.00,3075.00,14.32,3089.32,,,,,,3089.32,,,,,,,,,,,,,3089.32,,3704.10,,,,,,,,,,,,,,,,,,,,,,,3704.10,3089.32,3704.10,614.78,,,,43466.00,43495.00,,S8NM00226,,,,,,,,,,,,,,,,,,,,,
GARY MILLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00331496&tabIndex=3,Q1,H,P,Q,721 S BREA CANYON RD  STE 7,DIAMOND BAR,CA,91789.00,"MILLER, CATHLEEN",C00331496,2020.00,,,,,,,,,,,,,,,,,,,,,218.10,218.10,,2516.27,,,,,,,,,,,,,,,,,,,,,,,2516.27,,2516.27,268428.24,266130.07,,,43466.00,43555.00,,H8CA41063,,,,,,,,,,,,,,,,,,,,,
GARY PALMER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00551374&tabIndex=3,Q1,H,P,Q,1919 OXMOOR RD #235,HOMEWOOD,AL,35209.00,"KILGORE, PAUL",C00551374,2020.00,13925.00,60.00,13985.00,,,10500.00,-2700.00,,24485.00,-2700.00,,,,,,,,,,,,24689.85,,53180.74,,,,204.85,,,,,,,,,,,,,,,,,17500.00,,67980.74,27185.00,52975.89,372551.28,329260.39,,,43466.00,43555.00,,H4AL06098,,,,,,,,,,,,,,,,,,,,,
GARY WEGMAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00614784&tabIndex=3,Q1,H,P,Q,3650 PERKIOMEN AVE SUITE 102,READING,PA,19606.00,"DAVID-ALBANESE, CANDACE MRS",C00614784,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.13,161.13,31850.00,,43466.00,43555.00,,H6PA16338,,,,,,,,,,,,,,,,,,,,,
GENE GREEN CONGRESSIONAL CAMPAIGN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00254185&tabIndex=3,Q1,H,P,Q,PO BOX 16128,HOUSTON,TX,77222.00,"GREEN, HELEN  ",C00254185,2020.00,,,,,,,,,,,,,,,,,,,,,49.96,8956.43,,6531.85,,,,8906.47,,,,,,,,,,,,,,,,,1850.00,,8381.85,,-2374.62,809493.76,810068.34,,,43466.00,43555.00,,H2TX29030,,,,,,,,,,,,,,,,,,,,,
GEORGE FRANKLIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00656744&tabIndex=3,Q1,H,P,Q,P.O. BOX 353,GLENN,MI,49416.00,"RICKETTS, HEATHER",C00656744,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H8MI06163,,,,,,,,,,,,,,,,,,,,,
GEORGE HALCOVAGE FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00673558&tabIndex=3,TER,H,P,T,1282 OAK TERRACE,POTTSVILLE,PA,17901.00,"JOY, CHRISTY",C00673558,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H8PA09073,,,,,,,,,,,,,,,,,,,,,
GEORGE HOLDING FOR CONGRESS INC.,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00499236&tabIndex=3,Q1,H,P,Q,PO BOX 97187,RALEIGH,NC,27624.00,"MCMICHAEL, COLLIN",C00499236,2020.00,84700.00,6405.00,91105.00,,,166000.00,,,257105.00,,,,,,,,89155.36,,,,,347448.67,,115186.61,,,,1188.31,,,,,,,,,,,,,,,,,,,115186.61,257105.00,113998.30,38059.11,270321.17,75000.00,,43466.00,43555.00,,H2NC13110,,,,,,,,,,,,,,,,,,,,,
GEORGE PHILLIPS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697920&tabIndex=3,Q1,H,P,Q,PO BOX 477,ENDICOTT,NY,13761.00,"SCHWARTZ, LAURA ANN",C00697920,2020.00,44950.00,4067.00,49017.00,,,1500.00,,5.00,50522.00,,,,,,,,,,,,,50522.00,,574.91,,,,,,,,,,,,,,,,,,,,,,,574.91,50522.00,574.91,,49947.09,,,43504.00,43555.00,,H6NY22098,,,,,,,,,,,,,,,,,,,,,
GEORGE ROUCO FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00583369&tabIndex=3,Q1,H,P,Q,PO BOX 97275,RALEIGH,NC,27624.00,"MCMICHAEL, COLLIN",C00583369,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.86,1753.86,27903.39,,43466.00,43555.00,,H6NC09176,,,,,,,,,,,,,,,,,,,,,
GEORGE SCOTT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00640961&tabIndex=3,Q1,H,P,Q,P O BOX 727,DILLSBURG,PA,17019.00,"ADAMIK, THERESA",C00640961,2020.00,,,,1063.35,,,,,,1063.35,,,,,,,,,,,,,,3977.28,,,,,,,,,,,,,,,,,,,,,,,5040.63,-1063.35,3977.28,22025.21,16984.58,,,43466.00,43555.00,,H8PA04090,,,,,,,,,,,,,,,,,,,,,
GEORGIANS FOR ISAKSON,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00384693&tabIndex=3,Q1,S,P,Q,POST OFFICE BOX 250116,ATLANTA,GA,30325.00,JON ANDERSON,C00384693,2020.00,8500.00,160.00,8660.00,,,41500.00,,,50160.00,,,,,,,,,,,,2846.30,53011.16,,85985.96,,,,4.86,,,,,,,,,,,,,,,,,,,85985.96,50160.00,85981.10,1218421.82,1185447.02,,,43466.00,43555.00,,S6GA00119,,,,,,,,,,,,,,,,,,,,,
GERSON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00523738&tabIndex=3,Q1,H,P,Q,PO BOX 1465,BURNSVILLE,MN,55337.00,"GERSON, DAVID ADAM",C00523738,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103539.64,103539.64,275000.00,,43466.00,43555.00,,H2MN02130,,,,,,,,,,,,,,,,,,,,,
GIBBONS FOR OHIO,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00647065&tabIndex=3,Q1,S,P,Q,PO BOX 93904,CLEVELAND,OH,44101.00,"CRATE, BRADLEY T",C00647065,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.15,122.15,250000.00,,43466.00,43555.00,,S8OH00086,,,,,,,,,,,,,,,,,,,,,
GIBBS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00466516&tabIndex=3,Q1,H,P,Q,PO BOX 21,LAKEVILLE,OH,44638.00,"GIBBS, JODY",C00466516,2020.00,10800.00,25.00,10825.00,,,92250.00,,,103075.00,,,,,,,,,,,,,103075.00,,23182.50,,,,,,,,,,,,,,,,,,,,,,,23182.50,103075.00,23182.50,153613.73,233506.23,10000.00,,43466.00,43555.00,,H0OH18077,,,,,,,,,,,,,,,,,,,,,
GIBSON FOR FREEDOM COMMITTEE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00683425&tabIndex=3,Q1,S,P,Q,12001 NE 96TH AVE,VANCOUVER,WA,98662.00,JOSEPH GIBSON,C00683425,2020.00,,,,,,,,,,,,,,,,,,,,,,2260.00,,,,,,,,,,,,,,,,,,,,,,,,,2454.00,,,2057.00,1862.00,,,43497.00,43570.00,,S8WA00244,,,,,,,,,,,,,,,,,,,,,
GILLIBRAND FOR SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00413914&tabIndex=3,Q1,S,P,Q,126 C STREET NW 2ND FLOOR,WASHINGTON,DC,20001.00,"LOWEY, KEITH D.",C00413914,2020.00,5542.00,17985.79,23527.79,252.50,,3200.00,5000.00,,26727.79,5252.50,,,,,,,,,,,1824.29,120107.62,,171609.12,,,,91555.54,,,,,,,,,,,9600000.00,,,,,,9717.57,,9786579.19,21475.29,80053.58,10315402.08,648930.51,,,43466.00,43555.00,,S0NY00410,,,,,,,,,,,,,,,,,,,,,
GILPIN FOR CONGRESS 2018,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00672931&tabIndex=3,Q1,H,P,Q,P.O. BOX 4481,TULSA,OK,74159.00,"WALDRON, ANDREA",C00672931,2020.00,910.00,430.00,1340.00,,,,,,1340.00,,,,,5000.00,,5000.00,,,,,,1340.00,,180.25,,,,,,,,,,,,,,,,,,,,,,,5180.25,1340.00,180.25,3989.68,149.43,8000.00,,43466.00,43555.00,,H8OK01173,,,,,,,,,,,,,,,,,,,,,
GINA COLLIAS FOR CONGRESS CAMPAIGN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00668483&tabIndex=3,Q1,H,P,Q,P.O. BOX 2316,KINGS MOUNTAIN,NC,28086.00,"SCHRIBER, DARLYENE",C00668483,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.11,59.11,15879.95,,43466.00,43555.00,,H8NC10113,,,,,,,,,,,,,,,,,,,,,
GINA ORTIZ JONES FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00652297&tabIndex=3,Q1,H,P,Q,PO BOX 769186,SAN ANTONIO,TX,78245.00,"MAY, JENNIFER",C00652297,2020.00,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,14827.91,,,,,,,,,,,,,,,,,,,,,,,14827.91,,14827.91,91518.55,76690.89,,,43466.00,43555.00,,H8TX23121,,,,,,,,,,,,,,,,,,,,,
GLENN GROTHMAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00561597&tabIndex=3,Q1,H,P,Q,PO BOX 1215,FOND DU LAC,WI,549641215.00,"LIND, KATE",C00561597,2020.00,2600.00,6848.29,9448.29,,,27200.00,,,36648.29,,,,,,,,71630.35,,,,,108844.64,,43828.30,,,,566.00,,,,,,,,,,,,,,,,,,,43828.30,36648.29,43262.30,190333.48,255349.82,139110.00,,43466.00,43555.00,,H4WI06048,,,,,,,,,,,,,,,,,,,,,
GLISSON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00668699&tabIndex=3,Q1,H,P,Q,PO BOX 6063,LOUISVILLE,KY,402060063.00,"LARUE, LAURA MRS.",C00668699,2020.00,,,,300.00,,,,,,300.00,,,,,,,,,,,,261.00,,6877.48,,,,261.00,,,,,,,,,,,,,,,,,450.00,,7627.48,-300.00,6616.48,36413.60,29047.12,11500.00,,43466.00,43555.00,,H8KY03211,,,,,,,,,,,,,,,,,,,,,
GLORIA BROMELL TINUBU FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00508242&tabIndex=3,Q1,H,P,Q,PO BOX 1022,CONWAY,SC,29528.00,"FOWLER, DONALD L.",C00508242,2020.00,,,,,,,,150.00,150.00,,,,,,,,,,,,,150.00,,150.00,,,,,,,,,,,,,,,,,,,,,,,150.00,150.00,150.00,,,374642.99,,43466.00,43555.00,,H2SC07108,,,,,,,,,,,,,,,,,,,,,
GODFREY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00639567&tabIndex=3,Q1,H,P,Q,1507 HUNTER'S CHASE DR 2B,WESTLAKE,OH,44145.00,"GODFREY, KRISTEN",C00639567,2020.00,,,,,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,24.00,,24.00,611.53,587.53,27.79,,43466.00,43555.00,,H8OH16090,,,,,,,,,,,,,,,,,,,,,
GORELL FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00552430&tabIndex=3,Q1,H,P,Q,"9070 IRVINE CENTER DRIVE, #150",IRVINE,CA,92618.00,"SLATER, JEN",C00552430,2020.00,,,,,,,,,,,,,,,,,,,,,,,,3463.79,,,,,,,,,,,,,,,,,,,,,,,3463.79,,3463.79,10986.86,7523.07,,,43466.00,43555.00,,H4CA26147,,,,,,,,,,,,,,,,,,,,,
GOULD FOR CONGRESS ,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00506253&tabIndex=3,Q1,H,P,Q,PO BOX 3145,LAKE HAVASU CITY ,AZ,864053145.00,JANICE M GOULD,C00506253,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473.28,4473.28,141741.20,,43466.00,43555.00,,H2AZ04135,,,,,,,,,,,,,,,,,,,,,
GOWITHGRIFFIN.ORG,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00591024&tabIndex=3,Q1,S,P,T,PO BOX 12804,DURHAM,NC,27709.00,JOHN A GRIFFIN,C00591024,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67875.63,,43466.00,43555.00,,S6NC00274,,,,,,,,,,,,,,,,,,,,,
GRACE FOR NEW YORK,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00516666&tabIndex=3,Q1,H,P,Q,PO BOX 656555,FRESH MEADOWS,NY,11365.00,"KYE, SAMMY J.",C00516666,2020.00,55600.00,2744.45,58344.45,,,20500.00,,,78844.45,,,,,,,,,,,,,79109.00,,101849.36,,,,264.55,,,,,,,,,,,,,,,,,60700.00,,162549.36,78844.45,101584.81,975747.63,892307.27,,,43466.00,43555.00,,H2NY06116,,,,,,,,,,,,,,,,,,,,,
GRAHAM BOYD FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00700419&tabIndex=3,12P,H,P,Q,6973 NORTH BOYD ROAD,PINETOWN,NC,27865.00,"ONEAL, DEBORAH BOYD MS",C00700419,2020.00,40550.00,425.00,40975.00,,,5750.00,,1867.09,48592.09,,,,,,,,,,,,,48592.09,,32014.35,,,,,,,,,,,,,,,,,,,,,,,32014.35,48592.09,32014.35,,16577.74,,,43466.00,43565.00,,H0NC03305,,,,,,,,,,,,,,,,,,,,,
GRANT LALLY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00557900&tabIndex=3,Q1,H,P,Q,"220 OLD COUNTRY ROAD C/O LALLY & MISIR, LLP",MINEOLA,NY,11501.00,CHRISTOPHER NOLAN,C00557900,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21497.83,,43466.00,43555.00,,H4NY03077,,,,,,,,,,,,,,,,,,,,,
GRANTHAM FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00497628&tabIndex=3,Q1,H,P,Q,PO BOX 7250,TEMPE,AZ,852810009.00,"MAURER, BOB",C00497628,2020.00,,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,,,,,,,,,,,,,45.00,,45.00,-6271.01,-6316.01,304411.50,,43466.00,43555.00,,H2AZ06155,,,,,,,,,,,,,,,,,,,,,
GRASSLEY COMMITTEE INC,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00230482&tabIndex=3,Q1,S,P,Q,PO BOX 1000,DES MOINES,IA,503041000.00,DAVE WATSON,C00230482,2020.00,68750.00,100.00,68850.00,,,89500.00,1000.00,,158350.00,1000.00,,,,,,,,,,,,158350.00,,33179.16,,,,,,,,,,,,,,,,,,,,,,,34179.16,157350.00,33179.16,904975.89,1029146.73,,,43466.00,43555.00,,S0IA00028,,,,,,,,,,,,,,,,,,,,,
GRAVES FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00359034&tabIndex=3,Q1,H,P,Q,2345 GRAND BLVD STE 2400,KANSAS CITY,MO,641082642.00,"BRADSHAW, JEAN PAUL",C00359034,2020.00,24750.00,100.00,24850.00,,,299250.00,,,324100.00,,,,,,,,,,,,1390.15,325490.15,,134842.67,,,,,,,,,,,,,,,,,,,,,133200.00,,268042.67,324100.00,134842.67,552212.88,609660.36,5522.41,,43466.00,43555.00,,H0MO06073,,,,,,,,,,,,,,,,,,,,,
GRAVES FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00462556&tabIndex=3,Q1,H,P,Q,PO BOX 335,CALHOUN,GA,30703.00,"KILGORE, PAUL",C00462556,2020.00,75150.00,,75150.00,,,177700.00,,,252850.00,,,,,,,,9662.20,,,,949.04,271600.77,,152686.52,,,,8139.53,,,,,,,,,,,,,,,,,,,152686.52,252850.00,144546.99,1944503.48,2063417.73,,,43466.00,43555.00,,H0GA09030,,,,,,,,,,,,,,,,,,,,,
GRAYSON PARKER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00671644&tabIndex=3,Q1,H,P,Q,1907 E ASH ST,GOLDSBORO,NC,27530.00,"PARKER, GRAYSON",C00671644,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02,16.02,,,43466.00,43555.00,,H8NC07127,,,,,,,,,,,,,,,,,,,,,
GREENSTEIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00558171&tabIndex=3,Q1,H,P,Q,16 KREBS RD,PLAINSBORO,NJ,8536.00,"MAY, JENNIFER",C00558171,2020.00,,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,,,,,,,,,,,,,45.00,,45.00,282.99,237.99,16270.56,,43466.00,43555.00,,H4NJ12131,,,,,,,,,,,,,,,,,,,,,
GREER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00610543&tabIndex=3,Q1,H,P,Q,587 CAMPBELL ST,JACKSON,TN,38301.00,"KIRKLAND, RONALD HAYDEN DR",C00610543,2020.00,,,,,,,,,,,,,,,,,,,,,,,,500.00,,,,,,,,,,,,,,,,,,,,,,,500.00,,500.00,3326.23,2826.23,,,43466.00,43555.00,,H6TN08185,,,,,,,,,,,,,,,,,,,,,
GREG FOR MONTANA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00631945&tabIndex=3,Q1,H,P,Q,PO BOX 877,HELENA,MT,596240877.00,"KUNEY, LORNA",C00631945,2020.00,20470.00,13475.86,33945.86,412.10,,71975.00,,,105920.86,412.10,,,,,,,72825.36,,,,83452.92,262199.14,,102099.48,,,,,,,,,,,,,,,,,,,,,4000.00,,106511.58,105508.76,102099.48,31079.69,186767.25,500000.00,,43466.00,43555.00,,H8MT01182,,,,,,,,,,,,,,,,,,,,,
